cluster_number	contributing_patients_long_interval	num_tcrs_in_clust_long_interval	total_reads_long_interval	contributing_patients_short_interval	num_tcrs_in_clust_short_interval	total_reads_short_interval	is_cancer_assoc
48176	8	30	113	28	98	274	False
18938	12	45	156	33	139	335	False
32112	11	45	504	36	166	554	False
28342	9	16	77	25	57	132	False
50025	13	174	679	39	705	4884	True
45397	9	30	180	25	113	386	False
39647	6	17	131	27	67	300	True
32103	13	197	796	38	791	12131	False
45399	8	33	761	30	126	901	False
40246	5	6	37	22	43	240	False
42984	3	4	73	10	12	27	False
38322	13	73	191	35	251	1008	True
2900	5	7	24	12	18	42	False
48174	8	10	32	20	49	122	False
40974	13	75	243	39	258	882	True
27488	10	22	106	30	94	578	False
27179	3	4	56	13	18	31	True
46318	7	20	116	25	104	483	True
17057	2	2	62	8	10	25	False
25216	6	18	115	31	92	227	False
17423	13	84	317	38	380	1986	False
1550	10	45	197	34	191	969	False
50893	6	17	216	26	91	447	False
26904	13	108	833	38	470	7967	False
20733	6	14	99	31	68	173	True
50869	9	51	215	36	157	726	True
49414	8	14	70	23	44	122	False
50179	9	31	186	25	68	239	False
21931	1	1	43	1	1	1	False
4793	1	1	50	1	1	1	False
50662	4	9	57	18	26	97	False
20774	1	1	77	1	1	3	False
47424	12	41	156	32	119	279	True
34909	2	2	39	1	2	8	False
33339	13	114	475	36	405	2253	False
42013	9	41	222	33	111	237	True
20405	3	3	91	9	11	32	False
34593	10	39	131	34	180	706	True
34894	5	6	47	27	67	203	False
43484	1	2	28	6	6	27	False
27126	13	86	1582	39	353	1962	True
40985	5	9	68	23	52	363	True
27984	1	1	33	2	2	5	False
9401	7	13	91	24	44	355	False
52215	7	18	99	21	36	212	False
49822	12	35	228	34	124	583	True
16634	13	105	480	39	368	1112	False
41595	4	7	73	9	11	44	False
25973	10	27	107	34	136	451	False
44064	12	58	322	37	274	1064	True
9804	1	1	38	1	1	2	False
2904	6	16	66	26	61	202	False
44237	6	14	114	14	34	166	False
33862	8	26	124	26	88	412	False
31316	6	6	141	12	13	72	False
1607	2	3	45	11	14	24	False
30984	8	22	210	27	59	223	True
29252	13	79	362	37	253	750	True
28841	1	2	44	10	12	47	False
16333	1	1	24	3	3	3	False
7958	12	31	112	27	90	707	False
41980	1	1	20	1	1	7	False
45810	8	26	107	26	88	305	False
34100	13	51	160	37	159	329	True
12122	10	21	149	28	66	304	False
15640	2	2	37	5	6	22	False
45126	7	11	62	16	24	64	False
45819	9	27	140	29	116	407	False
33326	12	96	564	39	352	1787	False
18554	12	35	220	34	99	258	True
31160	7	20	111	33	115	997	True
39124	7	9	62	19	24	108	False
31451	12	39	229	34	141	405	True
7574	3	4	95	19	27	59	False
21259	6	8	166	19	33	96	False
20140	9	21	146	24	40	107	False
33601	12	33	108	32	154	317	True
47109	8	16	109	27	55	263	False
32537	2	2	63	1	1	2	False
24558	13	126	382	38	424	1807	True
6205	5	7	62	14	20	117	False
22643	13	93	300	39	395	1825	True
16418	13	84	372	38	332	1146	True
33331	12	81	318	36	287	4743	False
44171	5	10	78	19	32	78	False
46323	10	42	132	30	135	858	True
7084	13	92	809	39	392	3355	False
48437	2	2	110	11	12	26	False
7624	4	4	72	7	9	89	False
34621	9	22	149	33	95	405	True
39464	9	24	72	30	84	197	False
20419	2	2	48	5	6	10	False
21280	1	3	112	6	6	36	False
33627	1	1	107	11	12	18	False
46319	11	53	190	32	206	731	True
7798	12	68	295	38	289	1536	True
26907	12	60	367	34	248	1148	True
22345	5	5	64	15	19	122	False
6641	6	7	48	17	28	75	False
775	7	16	55	24	45	220	True
4055	11	33	273	36	137	687	True
1638	4	6	105	16	37	929	False
39483	3	3	48	9	12	160	False
25994	4	5	36	21	29	108	False
1538	13	63	416	37	233	1840	True
39667	11	29	179	33	101	1696	False
2924	4	11	61	22	47	421	False
2328	9	23	199	24	46	214	False
2906	4	9	37	19	38	95	False
50103	1	1	89	4	4	13	False
39651	8	15	116	27	53	244	False
8548	6	7	90	21	28	67	False
37972	2	2	49	6	6	25	False
4443	8	24	196	31	98	567	False
7552	5	11	59	25	51	209	False
1557	9	23	216	28	92	641	False
22767	9	23	56	31	91	410	False
21556	11	26	144	37	141	4326	False
34427	9	16	114	28	60	166	False
40975	13	91	202	37	289	902	True
4601	13	83	342	36	337	1760	False
5443	12	40	143	34	125	330	False
31512	1	1	47	2	2	4	False
7966	6	7	45	17	30	71	False
46331	12	122	460	36	504	3391	True
32105	12	32	106	34	115	411	False
38341	3	4	35	11	16	21	True
4966	1	1	20	2	2	3	False
10976	10	17	38	30	78	182	True
40410	13	71	247	37	264	1645	False
27491	11	43	147	36	193	659	True
20135	10	28	109	33	124	273	False
28564	12	47	180	34	139	454	False
8213	12	68	325	38	264	1749	False
44221	7	19	131	31	69	250	False
3306	1	1	19	1	1	1	False
5806	10	21	124	29	79	288	False
49450	3	4	44	3	3	3	False
33327	11	37	146	33	137	761	False
5441	11	22	123	31	87	379	False
44649	5	6	49	23	45	105	False
23610	10	29	101	30	110	336	False
8205	12	98	282	38	403	2214	True
31720	13	61	241	35	295	2188	False
28387	1	1	20	6	6	52	False
45464	1	1	39	1	1	4	False
10012	1	1	80	1	1	1	False
6765	5	10	52	23	50	147	False
31284	12	126	438	38	516	2422	True
50062	5	5	45	12	15	28	False
14200	9	18	84	29	55	163	False
5620	13	47	114	34	173	403	True
37405	13	77	229	37	252	751	True
1301	9	15	75	26	48	116	False
33584	13	171	444	38	539	2112	True
7525	12	76	249	37	252	1231	True
949	5	5	38	16	34	90	True
5053	6	7	441	7	10	15	False
28111	9	24	58	22	52	86	True
6611	6	9	63	24	46	241	False
7103	10	46	102	36	190	1356	True
20901	8	16	49	26	78	214	True
12941	5	15	447	25	65	172	False
34602	7	28	113	31	99	555	True
26166	3	5	45	8	8	10	False
35912	3	6	49	4	5	12	False
6812	4	6	52	14	20	74	True
31716	13	192	1469	39	642	3465	False
31713	8	16	53	24	58	100	False
11471	10	33	106	31	147	667	True
6782	4	6	154	19	35	231	False
10638	1	1	10	6	10	58	False
39143	4	7	77	21	45	105	False
29251	4	4	34	10	11	50	False
15643	5	7	45	13	16	31	False
35669	6	9	72	18	34	1542	False
9523	8	9	155	12	15	16	False
34266	12	43	175	34	148	1465	True
23783	7	18	120	28	75	184	False
23839	2	3	40	7	7	14	False
16072	3	6	30	12	16	36	False
27997	1	1	21	1	1	1	False
6015	6	13	137	16	35	426	False
16514	2	2	31	3	3	5	False
1808	12	57	255	36	208	838	False
31438	11	30	91	26	80	214	False
19866	13	103	346	39	325	2712	False
9195	1	1	56	1	1	2	False
23772	13	69	274	35	287	1288	True
34268	8	19	101	30	78	490	True
20911	5	9	47	22	46	518	False
39983	3	3	22	9	10	256	False
49296	1	1	41	3	3	6	False
10964	9	25	135	32	100	454	False
27463	11	22	96	32	111	1717	False
33861	7	18	75	26	96	511	False
32786	8	31	168	29	68	271	False
41817	8	16	38	24	49	166	True
1534	11	37	211	30	104	371	False
34137	1	1	14	2	2	4	False
33031	13	56	219	31	178	515	True
21289	3	5	74	18	28	400	False
18900	1	1	24	1	1	4	False
3876	12	70	286	35	256	2863	True
34626	5	6	44	20	31	83	False
29078	10	25	104	30	134	552	False
3671	1	1	35	13	16	89	True
42931	8	18	88	27	82	226	True
51452	9	22	82	16	57	175	False
20131	13	68	163	36	209	1329	True
11490	4	4	60	11	12	23	False
18936	8	16	86	30	65	129	False
24559	13	104	343	37	427	1516	True
13373	1	1	16	1	1	1	False
33856	8	16	107	24	83	291	True
41585	10	21	288	27	66	338	False
30778	12	43	179	34	162	425	True
30273	12	76	226	38	260	1149	True
7546	7	14	43	28	51	93	False
46767	4	5	98	19	34	78	False
17427	8	18	94	22	46	117	False
1581	9	56	169	35	208	842	True
22334	2	3	22	11	14	66	False
20398	9	24	100	23	62	158	False
20378	6	22	115	24	71	247	False
42012	13	78	346	35	272	1279	False
44625	13	115	445	38	388	1871	False
7946	10	22	133	29	96	560	False
29327	2	3	12	3	4	5	False
51439	7	24	207	23	69	582	True
9869	9	28	95	35	125	501	False
33345	12	47	315	36	255	1376	False
21096	3	4	27	10	11	24	False
30759	8	14	53	28	76	183	False
22766	8	21	78	29	98	385	True
46947	2	3	24	5	5	5	False
44996	7	11	31	10	12	13	False
7617	1	1	28	9	12	95	False
27127	10	50	359	36	230	823	False
36560	1	1	20	1	1	1	False
20882	11	35	113	35	176	1042	True
33586	13	130	325	39	418	1500	True
9204	11	30	79	30	108	201	True
50800	1	1	16	2	2	2	False
51245	10	23	54	29	94	1213	False
16424	12	55	286	36	189	584	True
23643	4	5	57	7	8	106	False
42161	7	13	86	22	49	109	False
2320	9	26	76	30	111	668	True
44965	3	4	26	12	18	39	False
26734	9	19	58	33	108	686	False
50884	10	23	353	28	79	254	True
44629	6	11	75	20	35	126	True
22784	5	6	48	18	22	86	False
36199	8	13	90	22	45	153	False
23963	13	62	324	38	192	640	False
17031	10	25	79	26	95	542	True
51419	5	9	71	16	33	57	False
38903	1	1	34	1	1	2	False
19871	12	25	83	32	101	243	True
18770	4	5	33	15	20	61	False
41810	9	22	56	26	66	266	False
10635	1	1	31	15	21	132	False
7608	4	7	46	13	16	50	False
27501	3	4	56	14	17	82	False
1536	11	45	204	36	141	567	False
29111	3	3	50	6	9	22	False
37805	13	153	593	39	713	3961	True
25970	13	161	710	39	714	8168	False
31163	4	7	47	15	27	55	False
38339	6	16	208	26	57	260	True
34977	2	2	33	3	3	3	False
49027	13	88	257	38	346	1461	True
10408	13	72	225	35	207	730	True
11363	2	2	13	1	1	3	False
30299	11	37	133	28	102	372	True
8541	13	65	204	36	224	1270	True
17043	11	24	88	27	83	202	True
45388	10	49	266	31	187	981	False
1965	4	8	53	16	26	64	False
42944	12	73	245	38	290	1707	False
45412	3	4	67	13	24	61	False
44958	10	49	254	35	174	799	False
4427	12	47	129	35	165	486	False
9384	13	53	219	35	226	1008	True
33867	7	21	98	25	65	507	True
7807	11	34	108	29	115	316	False
44050	9	19	271	25	78	234	False
20402	6	12	45	23	49	147	False
42924	12	71	277	37	249	624	True
33344	13	84	634	37	357	3136	False
51737	6	10	28	22	37	113	False
13574	5	9	26	17	36	283	False
41811	10	44	89	31	191	590	True
12937	13	98	384	39	439	6255	True
13982	8	18	323	27	75	210	False
9394	8	25	74	30	71	998	False
23615	10	23	104	35	113	572	False
13144	5	8	35	6	6	12	False
5618	10	31	128	31	99	253	False
10677	9	16	100	19	31	49	False
42959	8	15	29	24	56	125	False
16420	13	81	371	37	263	1281	False
35680	12	62	247	35	193	1429	True
1795	13	40	278	37	220	1163	False
47106	12	54	182	36	250	1609	False
42974	4	4	38	13	20	87	False
29447	13	124	315	39	400	4700	True
49148	12	32	126	31	144	518	False
4594	8	32	62	32	153	692	False
14036	2	2	46	10	12	18	False
40987	12	54	168	37	206	632	True
20399	9	14	59	29	70	217	False
33347	11	24	93	33	116	978	False
7146	2	2	20	12	14	181	False
28394	1	1	10	1	1	2	False
16649	11	51	209	35	165	541	True
2894	6	8	29	24	49	94	False
46710	1	2	48	1	1	2	False
5033	9	19	74	28	71	233	True
18970	4	5	63	10	13	34	False
8208	11	33	102	35	163	663	False
31281	8	22	58	30	82	648	False
48184	7	14	32	25	77	2376	False
34426	13	147	647	39	552	4905	True
44307	2	2	22	4	4	12	False
34510	1	1	16	3	3	8	False
39964	13	109	351	39	343	1946	True
47150	1	1	41	8	9	16	False
22641	10	27	189	34	121	297	False
20908	11	23	357	31	95	527	False
9888	4	4	57	12	14	28	False
18760	11	32	3151	33	166	432	False
22774	6	13	53	26	79	606	False
24270	6	12	31	21	31	108	False
45392	4	8	97	13	25	62	False
47415	13	75	453	38	331	1335	True
3140	1	1	5	1	1	1	False
48796	8	11	42	20	31	190	False
9381	13	103	424	38	400	1430	False
15139	12	65	247	38	233	1406	False
42492	13	78	334	37	364	1565	True
18768	11	26	102	33	118	612	False
25997	10	20	61	22	41	141	False
25643	13	165	445	39	673	4518	False
52251	5	13	58	19	46	457	False
27125	10	25	125	30	103	299	False
17610	8	23	68	30	114	609	False
35703	7	16	100	29	74	491	False
31296	11	64	216	36	273	1762	True
1295	6	11	41	26	66	169	True
29242	6	16	66	26	65	192	True
4429	13	79	157	39	298	1049	True
2198	10	17	48	19	36	81	False
12957	4	5	17	18	36	68	False
49441	5	12	41	19	36	74	False
37225	11	41	165	36	153	844	True
8536	3	4	92	8	14	53	False
43012	4	5	27	11	13	276	True
46311	12	50	159	27	147	1530	False
45603	1	1	10	1	1	1	False
13290	10	25	88	26	59	266	False
9874	7	10	66	17	23	51	False
30985	8	18	81	28	71	131	False
34598	13	99	753	36	426	2182	False
42019	12	49	227	38	184	913	False
14925	10	22	70	25	60	303	False
1614	2	3	95	14	18	35	False
26747	6	12	102	22	53	856	False
42973	5	7	23	21	46	106	False
46348	4	8	29	13	20	69	False
17238	10	22	70	26	56	139	False
17831	3	4	23	11	14	34	False
2518	11	28	103	30	69	150	False
41864	2	2	23	4	4	93	False
9378	13	99	371	37	354	1350	True
8996	1	1	14	2	2	2	False
26908	9	21	329	34	142	566	False
48186	8	33	97	23	69	153	False
33853	11	32	328	31	166	1119	False
9515	10	79	198	36	276	946	True
41549	10	24	113	33	95	323	True
29272	4	10	20	17	31	87	False
8212	13	145	351	39	559	2175	True
25646	10	34	114	33	131	513	True
2960	1	3	6	3	3	3	False
36173	2	2	18	3	3	12	False
4428	12	70	145	37	382	1502	True
13808	11	42	149	32	164	635	True
20891	13	92	492	39	450	2856	True
48618	11	26	196	23	43	116	False
20159	4	5	16	10	17	29	False
28588	10	20	72	28	77	242	False
48513	1	2	9	1	1	3	False
33852	9	26	69	30	131	451	True
31138	10	32	129	34	167	672	True
6169	4	11	69	19	34	116	False
7559	10	21	54	19	34	243	False
6241	2	3	30	2	2	5	False
9867	12	54	150	34	197	510	False
27293	7	14	93	29	83	825	False
43557	11	20	143	31	80	280	False
18434	1	1	46	1	1	1	False
26909	12	49	366	37	223	3237	True
17983	1	1	18	1	1	1	False
44239	6	7	60	15	23	161	True
9711	2	3	16	10	15	22	False
27048	12	52	113	35	192	530	True
33849	12	112	473	35	422	3062	True
11029	2	5	23	9	13	92	False
37603	11	19	109	27	65	259	False
31459	3	4	65	7	8	24	False
40204	10	22	76	31	82	415	False
26599	13	75	199	38	366	1747	True
40583	9	20	65	20	34	61	False
3007	1	1	9	1	2	4	False
28575	12	31	148	34	130	563	True
33193	1	1	58	2	2	3	False
375	7	14	36	25	47	244	False
27310	2	2	24	7	8	132	False
2912	9	18	52	26	88	271	True
50865	11	16	59	27	57	254	True
33372	11	25	99	27	92	287	False
45387	6	10	89	19	43	486	False
22143	1	11	46	8	10	14	False
5621	11	28	85	34	93	376	False
48803	3	5	30	15	20	24	False
9887	8	18	45	27	59	309	False
17439	3	3	18	9	9	11	False
33878	7	9	79	23	45	143	False
33854	13	75	308	38	369	1613	True
51725	7	31	119	32	153	1416	True
22862	1	1	26	1	1	1	False
8204	13	81	200	38	425	2557	True
26600	13	44	161	37	163	1577	False
23311	1	1	31	3	3	27	False
18553	8	17	56	32	91	268	False
3707	4	5	54	13	18	42	False
50448	3	3	49	5	6	24	False
2891	6	11	28	16	27	38	False
10972	5	6	21	23	42	195	False
50028	13	104	388	38	595	2695	False
22154	4	5	15	18	28	51	True
26594	13	51	147	38	255	1118	False
51491	2	2	22	6	7	13	False
47674	7	10	37	18	28	59	False
31762	5	11	34	22	43	237	False
52233	12	54	234	35	182	1525	False
42943	13	165	613	39	566	3101	False
48428	3	4	26	9	16	55	False
39475	11	33	203	33	108	608	True
33378	8	13	78	28	66	174	False
44062	9	25	79	32	119	1257	True
2921	5	11	26	20	43	208	True
45203	4	5	24	6	6	90	False
496	7	15	63	28	54	256	False
52317	2	2	13	1	1	2	False
48414	5	14	67	30	69	143	False
17422	2	2	64	17	25	58	False
1592	11	21	102	25	74	249	False
20756	3	3	16	18	28	90	False
3648	1	1	29	1	1	1	False
24257	11	22	69	30	81	594	False
2209	7	20	115	31	100	433	False
29245	13	123	416	38	424	1102	True
37602	5	6	23	9	13	19	False
31741	13	206	514	39	691	3007	False
28608	9	15	55	27	62	425	True
38690	6	12	66	18	28	502	False
11966	4	4	181	9	14	84	False
13991	13	69	345	37	278	1474	True
32464	7	9	78	19	43	369	False
25971	12	37	135	35	165	1067	False
26728	6	8	36	17	26	80	False
25976	11	42	108	36	194	800	False
51259	2	2	8	7	8	63	False
31739	8	20	83	32	74	261	False
25200	13	107	375	39	456	2469	True
26606	12	28	778	34	137	304	False
45817	5	9	80	22	67	186	True
16838	10	29	84	31	79	153	False
11228	11	26	75	27	80	662	True
48221	4	4	10	11	18	31	False
40584	9	15	81	24	59	205	False
47925	12	24	94	29	86	5232	False
49410	8	13	50	22	40	79	True
11465	3	5	58	10	18	175	False
27483	2	3	28	20	31	218	True
43556	11	57	197	33	166	614	False
1578	12	46	144	35	181	1998	False
31758	7	32	196	27	111	398	False
3253	1	1	5	1	2	2	False
21928	2	2	24	7	10	23	False
2910	8	17	383	25	71	154	False
39533	1	1	13	2	2	3	False
3344	11	26	114	32	110	279	False
37595	10	20	46	33	84	327	False
740	12	59	154	36	281	812	True
1801	11	27	82	33	127	651	True
46339	8	23	117	26	66	165	True
20433	3	4	53	10	13	115	False
13284	6	11	35	15	18	37	False
44950	11	49	84	33	180	747	True
1596	12	27	229	30	114	743	False
38912	6	12	61	25	43	116	False
42389	1	1	15	1	1	3	False
25230	7	14	40	28	55	211	False
5168	6	10	26	18	30	54	False
49153	2	5	33	9	11	14	False
52229	7	13	49	20	40	130	False
46754	10	36	112	32	134	645	True
32148	1	2	14	9	13	47	False
29596	11	32	96	31	167	926	True
16087	9	17	40	29	66	156	False
8228	1	1	12	5	6	57	False
18944	9	19	66	26	80	442	False
22376	1	1	23	6	6	52	False
37812	7	14	62	31	97	529	True
1978	5	7	244	16	24	46	False
3909	4	5	40	11	12	25	False
10960	9	46	201	35	197	1581	True
17037	8	14	36	28	54	769	False
45828	4	8	26	15	35	155	False
10431	7	12	23	23	56	121	False
21268	9	23	68	28	73	223	True
19628	11	55	170	35	249	855	True
4849	10	21	76	27	63	136	False
4847	10	29	87	31	136	340	False
27124	13	68	245	36	266	897	False
14910	6	12	36	12	17	30	False
739	12	37	178	34	120	253	False
39186	1	1	10	1	1	12	False
48954	1	1	31	2	2	4	False
3117	1	1	6	1	1	1	False
4602	10	37	110	33	104	204	False
10993	7	9	23	24	45	106	True
23964	8	13	27	21	38	141	False
12974	1	2	11	3	3	6	False
22140	4	8	17	17	42	73	False
52221	13	77	209	39	321	1389	False
11962	11	38	103	32	136	444	False
15287	1	1	13	1	1	1	False
46749	5	10	25	18	29	49	False
27286	11	50	395	36	199	1337	True
48172	9	44	103	32	158	1646	True
1331	8	11	32	24	46	157	True
25197	12	40	152	35	212	1858	True
27056	7	17	29	24	76	378	True
13119	8	19	63	35	106	319	False
16112	4	6	41	9	12	63	False
12713	1	1	13	1	1	1	False
16837	12	31	173	27	67	181	False
5827	11	26	69	30	72	278	False
15123	7	13	58	25	52	129	False
37233	5	11	54	22	34	86	False
6768	8	16	77	23	48	201	False
22555	1	1	13	4	4	11	False
51481	4	5	77	11	12	174	False
13599	8	18	41	29	64	137	True
13347	1	1	12	3	3	4	False
27914	9	24	80	27	68	282	False
36383	11	54	167	37	173	484	False
21047	4	5	99	14	17	35	False
47892	2	2	25	8	8	16	False
28587	11	42	99	34	140	987	True
28584	9	25	403	30	102	286	False
15591	12	41	134	35	166	664	False
7953	12	34	96	31	148	875	False
3346	2	2	18	9	10	94	False
46451	2	7	23	20	39	139	False
50914	6	11	48	13	14	116	False
50432	3	5	38	11	23	51	False
42932	13	163	440	38	549	2431	True
8585	1	1	24	1	1	1	False
4852	7	11	54	24	58	187	False
26392	9	11	38	22	37	138	False
31736	11	53	178	33	199	1779	False
32481	2	2	27	10	11	25	False
15586	13	83	357	37	416	1920	True
10498	1	1	6	1	1	1	False
39145	1	1	13	7	7	429	False
33934	1	2	9	9	11	35	False
41806	6	16	32	15	28	62	True
39965	13	134	424	39	513	1782	True
51847	13	50	103	37	217	1772	False
6005	12	51	210	34	203	927	True
12955	4	9	43	23	43	182	False
29439	13	91	282	38	307	2905	True
40454	4	5	18	16	22	43	False
24456	13	122	313	39	517	1525	False
1570	11	42	177	33	215	1404	True
50059	7	15	39	25	62	161	True
5064	4	5	19	5	6	44	False
26004	5	15	45	25	56	186	False
18281	1	1	8	4	4	58	False
47638	1	1	13	3	5	20	False
50439	9	27	77	25	72	193	False
15606	12	30	74	33	119	461	True
44161	8	16	59	24	45	92	False
20413	5	13	82	18	36	108	False
45434	3	5	27	20	27	187	False
49049	2	2	7	4	5	10	False
20567	1	2	18	9	9	18	False
27698	3	4	16	10	13	23	False
38357	2	2	8	7	11	26	False
27945	5	7	13	16	19	22	False
32806	5	12	41	27	56	135	False
49173	7	9	61	14	19	53	False
48096	1	1	12	2	2	4	False
28566	12	88	406	37	318	1734	False
27459	12	29	78	35	140	509	True
42510	8	15	58	33	116	603	True
37901	8	22	102	27	103	503	True
26006	4	4	23	11	12	49	False
43286	1	1	12	1	1	2	False
40995	3	5	24	20	27	101	False
11348	1	1	23	1	1	2	False
20395	1	4	24	13	20	127	False
30991	13	50	78	38	203	412	True
21044	4	6	27	18	26	50	False
27922	12	46	111	34	159	446	True
34488	3	3	35	10	11	49	False
40433	6	11	50	21	44	213	False
2362	5	9	70	20	36	121	False
4876	5	13	32	15	22	2250	False
6016	7	12	40	19	37	143	False
14024	3	3	19	8	10	49	False
1532	12	88	397	39	424	1920	True
26934	1	2	12	3	3	7	False
17655	2	2	12	4	4	15	False
18240	8	17	60	30	65	347	False
41835	5	8	30	25	73	298	False
733	9	23	43	32	121	794	True
6639	5	6	10	26	49	426	True
20886	13	75	638	37	317	1590	True
42250	1	1	22	1	1	2	False
34449	6	13	64	30	63	508	True
25264	2	2	47	4	4	13	False
27049	11	37	116	36	131	716	False
51445	10	31	2159	28	117	519	False
20370	12	23	104	24	84	308	True
20552	10	30	74	26	92	256	True
28664	2	2	17	11	12	172	False
22135	4	6	19	20	42	822	False
40418	7	9	37	21	38	261	False
7148	1	1	4	2	2	5	False
39470	13	61	306	35	274	1669	True
7090	11	32	116	31	109	252	False
31494	8	13	60	12	15	28	False
45422	2	2	18	1	1	1	False
51489	2	2	45	7	7	16	False
35090	10	15	43	21	34	168	False
7526	12	44	151	34	163	476	True
34677	1	1	5	2	2	4	False
52241	10	30	71	34	108	295	False
18566	10	28	93	36	163	423	False
42488	12	43	321	39	188	574	False
25968	13	148	551	38	618	3966	False
49852	3	6	15	10	16	239	False
35671	9	18	63	25	60	349	True
4473	2	2	44	2	2	2	False
19875	6	10	54	23	47	782	True
4593	13	71	274	37	270	1165	False
42925	13	112	278	36	384	1323	True
21272	5	8	28	15	18	65	False
37604	5	5	20	7	8	17	False
42027	2	2	19	17	26	150	False
47111	13	48	124	36	217	811	False
1549	11	20	84	29	83	1480	False
35655	12	38	153	33	137	757	False
7952	4	4	52	13	16	107	False
25987	9	18	98	24	64	198	False
36731	1	1	8	8	8	14	False
1324	5	6	13	21	52	223	False
33589	12	52	94	33	185	1311	True
44055	12	68	184	37	276	1293	True
24252	7	9	68	23	48	297	False
13216	2	2	7	1	1	2	False
2898	3	4	13	6	6	14	False
48190	2	3	5	3	5	6	False
48798	4	5	21	13	21	84	False
6011	4	4	25	10	15	38	False
25649	13	40	127	37	174	710	True
1576	9	30	78	34	152	750	True
39707	8	10	44	19	39	242	True
33381	2	3	7	9	12	146	False
20880	13	50	171	35	185	1321	True
31730	13	70	351	38	360	2099	False
24583	8	17	110	28	54	278	False
1800	12	50	262	36	193	846	True
44959	13	94	614	37	414	1862	True
6794	5	7	32	16	28	54	False
31511	1	1	10	2	2	44	False
48271	2	2	5	1	1	3	False
19874	11	35	56	30	83	235	True
23623	6	13	35	14	29	140	True
10420	5	8	48	24	63	539	False
8945	1	1	6	2	2	2	False
12235	1	1	8	1	1	9	False
31153	9	21	51	30	80	291	False
7939	6	13	65	30	75	432	False
37830	2	3	11	11	12	18	False
35855	1	1	34	2	2	22	False
22512	9	17	44	29	83	737	False
25208	11	28	127	31	139	576	False
48191	4	8	26	20	39	134	False
40989	10	41	234	33	133	431	True
21053	4	5	30	12	13	23	False
45622	7	8	16	12	17	25	False
34592	13	68	129	39	256	814	True
34628	1	1	8	2	2	2	False
24463	12	40	81	33	202	1067	False
27456	12	41	161	34	182	822	False
51751	6	9	21	19	32	57	False
17045	4	5	52	20	41	72	False
17966	1	1	3	1	1	1	False
26185	1	1	9	1	1	1	False
27940	4	6	14	16	22	27	False
2185	13	132	370	39	399	1091	True
2182	12	107	233	39	454	1623	True
362	10	16	43	29	76	260	False
18953	7	13	64	27	46	136	False
29246	10	37	169	33	141	1584	False
33851	13	83	425	38	377	2057	True
50126	1	1	13	1	1	2	False
51757	2	4	32	11	18	282	True
50900	6	12	28	21	46	477	False
34076	1	1	5	1	1	13	False
2171	1	1	8	1	1	2	False
16433	6	14	26	26	61	333	False
31723	13	285	1340	39	1331	17663	False
743	12	79	368	38	409	2170	False
44214	5	10	50	15	25	127	False
20373	9	36	789	33	148	931	True
4635	7	10	19	18	36	145	False
48647	2	2	21	2	2	2	False
16101	6	10	19	19	30	42	False
7595	5	8	23	24	46	170	True
773	8	13	40	19	30	55	False
23596	8	21	48	26	61	220	False
52242	9	20	41	29	90	241	True
15156	3	7	20	14	22	50	False
52255	5	6	16	25	43	123	False
24461	7	14	41	16	29	93	False
1547	13	52	149	35	195	1680	False
50674	2	4	49	14	17	45	False
39466	6	6	14	12	15	27	False
18763	5	16	83	27	52	252	True
8057	1	1	2	1	1	2	False
46028	7	15	60	21	50	110	False
36691	2	2	8	19	31	64	False
3906	8	9	21	15	23	30	False
22780	9	22	38	35	90	465	True
37662	1	2	15	2	2	6	False
46908	7	26	62	29	69	451	False
31292	12	70	190	36	260	968	True
16643	12	72	166	38	278	1131	True
2244	3	4	7	10	11	14	True
34623	10	27	72	31	94	475	True
9863	10	40	156	36	189	690	False
8539	7	12	32	21	57	375	False
30051	8	12	33	19	33	60	True
1834	10	23	50	28	84	208	False
1543	7	12	31	15	24	45	False
32626	7	12	38	27	66	295	False
42485	13	52	209	38	262	2680	True
20808	1	1	4	1	1	5	False
50880	10	46	262	34	168	843	False
27038	1	1	6	1	1	1	False
34529	1	1	21	1	1	1	False
31753	12	45	154	38	190	594	False
17056	5	5	16	10	15	43	False
22764	10	46	256	36	220	865	False
9211	11	37	175	33	157	739	False
33900	2	2	19	5	5	11	False
45403	2	2	11	13	14	51	False
10955	5	11	36	17	31	146	False
10067	12	32	147	34	98	288	False
23968	6	12	35	18	32	46	False
34434	12	42	455	36	133	958	True
22511	8	18	35	23	43	91	False
38347	5	7	23	19	27	96	False
28576	11	58	225	35	230	920	True
28647	3	3	8	11	17	49	False
6002	10	28	140	32	90	375	False
11024	2	2	12	3	3	7	False
16439	12	32	71	30	93	202	False
16436	5	6	38	12	17	45	False
15119	7	13	29	15	25	230	False
48562	1	1	7	1	1	1	False
42110	2	3	30	2	2	11	False
33359	8	14	34	19	41	236	False
50037	12	30	123	34	171	1116	True
19201	8	23	65	25	54	108	False
50861	10	32	144	36	159	5591	False
12239	1	1	9	1	1	2	False
34189	1	1	3	1	1	2	False
51214	9	30	80	36	170	6333	True
33771	3	3	8	8	12	100	True
36423	3	6	13	5	5	5	False
51241	3	3	22	12	16	21	False
786	4	7	27	11	16	30	False
25652	10	19	345	28	78	356	False
30347	1	1	16	6	6	12	False
35103	4	7	13	16	27	349	True
40012	3	3	8	15	31	66	True
38298	1	1	8	1	1	1	False
506	9	17	823	27	65	165	False
6214	3	4	11	7	12	14	False
31740	11	36	121	34	146	888	False
