cluster_number	contributing_patients_no_nact	num_tcrs_in_clust_no_nact	total_reads_no_nact	contributing_patients_short_interval	num_tcrs_in_clust_short_interval	total_reads_short_interval	is_cancer_assoc
45834	18	38	66	23	72	443	False
10958	24	61	112	30	80	190	True
11972	14	20	34	16	27	146	False
44195	7	7	28	10	11	66	False
32117	29	63	160	28	77	214	False
5672	3	3	3	1	1	1	False
11733	5	5	11	4	5	108	False
8426	2	2	2	1	1	1	False
41257	1	1	1	1	1	1	False
29252	34	188	488	37	253	750	True
18575	21	25	68	21	31	56	False
7810	24	54	168	27	74	310	False
16641	19	38	100	28	73	395	False
10519	1	1	1	2	2	2	False
21245	15	18	28	15	19	83	True
40604	17	30	413	18	30	115	False
36916	12	23	26	16	31	120	False
15309	5	5	13	8	9	14	False
5177	7	9	15	15	19	87	False
33042	23	41	66	30	87	148	True
2494	28	97	204	33	140	1159	True
5639	8	8	8	6	6	11	False
929	22	52	130	29	80	276	False
5485	4	5	7	9	10	12	False
10984	6	9	38	10	18	65	True
45798	1	1	1	1	1	1	False
20600	2	2	3	1	1	2	False
51855	3	3	3	2	3	4	False
47939	12	18	68	8	10	40	False
41604	3	4	910	8	8	36	False
51256	3	4	526	7	9	44	False
31816	2	2	129	2	2	2	False
23496	25	77	1026	30	119	583	False
39566	2	2	107	1	1	2	False
41901	2	2	103	1	1	18	False
35778	1	1	203	2	2	3	False
26943	9	17	126	18	32	89	False
51036	9	11	339	9	11	50	False
25228	20	44	327	24	55	259	False
23749	2	2	83	1	1	1	False
31865	1	1	49	2	2	3	False
1296	23	53	349	33	78	403	True
25271	10	17	189	24	46	358	False
2893	1	1	44	1	1	3	False
28221	3	3	114	1	1	1	False
33450	2	2	93	1	1	1	False
26037	1	1	83	2	2	2	False
6687	5	5	30	11	11	18	False
8562	1	2	42	1	1	2	False
51223	13	19	95	18	26	167	False
9380	20	36	237	23	48	89	False
41612	8	8	51	11	12	32	False
13391	2	2	40	2	2	7	False
4619	2	2	130	3	5	8	False
48206	2	2	22	3	3	4	False
41556	8	14	86	21	35	83	False
50876	18	33	193	21	36	187	False
22354	14	16	72	17	29	143	False
32314	3	3	133	2	2	4	False
31763	15	25	72	16	29	139	False
41949	1	1	16	2	2	3	False
27344	5	6	59	5	5	8	False
44984	15	24	87	20	28	808	False
31484	6	7	59	5	6	14	False
16453	17	27	195	23	36	205	False
11048	7	8	247	8	10	28	False
9495	1	1	28	1	1	1	False
4971	1	1	48	1	1	2	False
28148	7	8	109	6	8	134	False
27145	3	5	77	5	6	10	False
26416	5	5	42	6	6	12	False
41564	17	25	100	16	26	67	True
26966	1	1	45	1	1	1	False
12886	2	2	79	1	1	1	False
3948	1	1	54	1	1	1	False
45023	1	1	24	2	2	3	False
27047	23	53	236	29	62	114	True
51009	1	1	54	3	3	26	False
14720	3	4	46	1	1	2	False
33430	8	9	80	12	15	56	False
25979	15	32	162	22	67	187	False
28549	1	1	23	1	1	1	False
13242	1	1	26	1	2	6	False
46190	2	2	20	1	1	5	False
42084	1	1	17	1	1	1	False
32238	1	1	13	1	1	1	False
50149	1	1	20	1	1	2	False
27696	14	23	195	17	28	132	False
20939	6	6	127	5	7	95	False
18608	12	14	181	6	9	72	False
8281	8	8	58	6	6	9	False
25975	19	44	174	29	76	525	False
31769	18	29	100	23	29	92	False
44624	22	40	159	27	70	1289	False
29089	8	10	62	11	19	44	False
39781	1	1	10	3	3	4	False
1372	10	14	69	9	10	36	False
37808	21	44	250	24	62	250	True
13575	12	19	48	15	25	74	False
35658	23	50	180	30	90	488	True
23793	10	11	33	11	16	56	True
20799	3	3	18	1	1	1	False
38931	4	4	24	7	9	20	False
22141	9	13	104	13	17	64	False
41868	2	2	7	4	4	40	False
31442	14	22	143	22	27	162	False
32638	16	29	82	25	59	178	True
50685	7	7	43	8	12	73	False
30313	5	5	49	2	2	3	True
40529	2	2	14	1	1	1	False
35067	21	39	178	20	46	110	False
8903	2	2	40	1	1	2	False
14099	1	1	18	2	2	68	False
22146	25	57	143	26	104	413	False
9244	4	4	28	5	6	23	False
39090	17	29	100	18	26	104	False
47107	9	10	52	12	17	42	False
4660	4	4	74	6	7	23	False
40474	3	3	32	5	5	24	False
44977	12	18	39	21	33	71	False
42033	3	4	39	8	8	15	False
15349	19	34	155	26	51	99	False
39137	7	13	80	10	12	16	False
50894	8	11	33	12	12	28	False
49439	16	29	98	29	52	99	False
26604	13	23	241	22	35	455	False
1531	12	13	66	12	18	98	False
46770	6	9	135	3	5	93	False
33672	2	2	19	1	1	1	False
19325	1	1	20	1	1	2	False
14365	11	15	80	16	23	217	False
41349	17	28	62	19	40	84	False
22416	1	1	14	1	1	1	False
39644	24	57	143	27	67	887	False
30763	15	24	102	19	32	826	False
40182	9	9	37	15	18	37	False
28536	1	1	13	1	1	1	False
22335	12	19	71	13	20	46	False
23504	14	20	82	17	24	91	False
38917	13	21	125	25	46	175	False
42083	1	1	4	3	4	4	False
38081	1	1	25	1	1	1	False
28494	1	1	16	1	1	2	False
31776	15	19	62	15	20	69	False
32655	7	8	56	5	5	9	False
9429	4	5	52	3	3	4	False
34306	1	2	11	5	5	27	False
5451	14	22	111	19	31	72	False
9392	12	13	50	12	14	88	True
39530	2	2	21	2	2	4	False
33617	9	12	42	12	22	47	False
38359	11	15	35	9	11	12	False
1593	17	29	59	16	23	55	True
27576	1	1	33	1	1	1	False
26000	14	19	50	19	29	51	False
35119	1	1	15	1	1	1	False
34450	10	11	40	9	12	373	False
27307	6	6	69	12	16	68	False
18763	15	30	74	27	52	252	True
9218	4	4	14	6	8	10	False
29120	7	8	28	6	8	93	False
41912	1	1	4	1	1	8	False
12987	9	10	57	11	11	44	False
5079	1	1	8	2	2	4	False
6657	7	8	32	10	10	25	True
17529	1	1	17	1	1	5	False
12123	7	8	32	12	18	50	False
36686	19	35	69	24	55	102	False
7549	12	18	142	20	37	692	True
34607	12	16	74	19	35	83	True
13425	1	1	5	1	1	1	False
388	9	12	33	12	19	49	False
49825	13	17	67	17	24	196	False
41018	3	3	5	2	2	5	False
52265	6	7	61	4	4	5	False
34653	1	1	7	1	1	2	False
37926	10	11	33	16	24	56	False
51828	1	1	7	1	1	1	False
51247	8	11	143	8	13	23	False
30882	2	2	3	1	1	1	False
1345	10	16	56	14	26	56	False
21562	22	67	459	26	70	159	False
20837	1	1	9	1	1	1	False
4665	3	5	21	5	6	22	False
51293	2	2	9	4	4	8	False
30310	22	31	91	24	48	173	True
27139	6	8	48	5	5	9	False
27141	22	47	117	28	82	463	False
44646	4	4	24	4	4	5	False
10532	2	2	6	3	3	83	False
42020	4	4	14	4	4	5	False
51753	9	13	27	7	9	35	False
51755	18	30	75	17	33	591	False
39151	1	1	16	1	1	1	False
12101	1	1	6	1	1	1	False
8755	10	16	68	12	20	137	True
8241	14	19	36	16	31	116	False
48194	6	8	19	9	10	48	False
40259	1	1	18	1	1	3	False
51113	1	1	18	2	2	3	False
33407	7	7	26	9	10	25	False
3898	8	9	26	7	8	33	False
33588	4	6	32	8	10	25	False
25653	5	5	9	11	12	64	True
14934	3	3	58	2	2	2	False
50867	25	57	127	29	81	317	True
47174	1	1	16	1	1	1	False
29087	17	28	167	18	33	62	False
46097	1	1	13	1	1	1	False
9206	22	44	161	31	79	337	False
42390	1	1	12	2	2	2	False
18977	15	17	40	19	30	48	False
49844	18	32	155	18	27	101	False
16627	1	1	11	1	1	14	False
26646	5	8	18	13	14	167	False
31998	1	1	12	1	1	12	False
3589	1	1	11	1	1	1	False
28169	1	1	3	1	1	10	False
37720	1	1	27	1	1	1	False
25656	4	5	30	5	5	23	False
29233	1	1	7	1	1	1	False
29075	2	3	5	1	1	1	False
1551	8	10	55	17	35	120	False
14722	7	10	477	8	10	26	False
20885	6	6	14	9	10	18	False
10985	23	35	87	23	52	141	True
20909	11	13	77	11	15	39	False
2748	1	2	7	1	1	2	False
782	21	29	150	19	36	143	False
51271	4	4	8	2	2	2	False
1856	4	4	28	3	3	10	False
24226	25	57	224	26	66	226	False
27069	8	9	29	10	13	18	False
34098	13	20	69	20	42	124	False
14007	2	4	21	6	7	12	False
27324	10	11	46	7	8	17	False
516	13	14	32	7	9	95	False
27077	1	1	4	2	2	15	False
17422	10	14	48	17	25	58	False
27535	2	3	4	3	3	15	False
50012	1	1	13	1	1	1	False
35719	17	25	62	28	67	308	False
3401	2	2	11	1	1	1	False
17833	17	25	109	16	19	34	False
40205	5	5	30	4	4	8	False
39491	5	5	35	8	8	156	False
35880	1	1	2	2	2	3	False
20902	6	8	30	5	8	11	False
15619	12	13	17	17	21	59	False
25223	6	6	19	5	5	36	False
32336	2	2	6	2	2	5	False
8280	1	1	3	2	2	3	False
17964	2	3	13	1	2	2	False
26698	2	2	15	1	1	1	False
34617	16	26	43	22	41	261	False
41809	16	26	83	24	51	283	False
22330	9	14	32	15	20	680	False
39463	2	2	12	6	7	98	False
30278	7	14	47	17	27	106	False
17211	1	1	22	1	1	1	False
9241	2	3	4	2	2	3	False
27178	7	8	24	8	14	19	False
5570	1	1	16	1	1	2	False
26687	2	2	11	2	2	3	False
15318	9	11	26	13	14	96	False
41593	4	5	9	3	3	3	False
3723	2	2	10	1	1	4	False
47464	4	6	24	5	6	8	False
52239	5	7	12	6	6	7	False
23784	5	7	20	6	7	18	False
26092	1	1	3	1	1	4	False
44093	2	2	4	3	3	3	False
10789	1	1	7	1	1	1	False
22142	6	6	24	8	10	25	False
21701	22	40	67	19	32	49	False
1608	11	21	112	15	21	52	False
1347	12	16	36	11	15	29	False
26431	5	5	15	1	2	4	False
31325	10	13	32	13	22	41	False
46954	4	5	7	7	9	52	False
41031	5	5	16	7	11	14	False
22268	1	1	2	2	2	16	False
22322	6	7	9	8	10	42	False
23523	7	8	37	13	16	57	False
42165	8	9	36	5	5	21	False
34463	9	12	33	11	14	26	False
6746	1	1	3	2	2	4	False
4597	5	5	9	2	2	2	False
28644	14	28	44	23	53	156	False
33984	2	2	4	1	1	2	False
40218	15	20	51	26	46	364	False
27466	26	62	186	35	87	4636	True
25993	3	3	6	8	9	23	False
13602	11	13	32	10	16	32	False
51251	23	60	242	30	103	441	False
7106	12	15	97	10	10	17	False
27805	1	1	3	1	2	14	False
7142	11	16	43	11	18	44	False
30053	13	14	44	8	14	142	True
27538	6	9	38	6	7	16	False
18815	4	6	18	8	8	19	False
20741	17	32	81	22	45	316	True
43166	7	9	14	7	7	43	False
36167	1	1	7	2	2	3	False
20920	18	34	119	25	47	259	True
41908	2	2	3	2	2	4	False
16477	2	2	3	1	1	1	False
3865	14	24	53	19	27	56	False
28376	17	25	63	18	29	151	False
44078	13	21	117	17	23	58	False
16260	8	11	28	18	29	62	False
38895	1	1	11	1	1	1	False
33424	5	5	18	13	15	26	False
52244	8	10	37	17	22	95	False
15202	1	1	4	1	1	1	False
32660	5	5	33	2	2	5	False
14053	1	1	6	2	2	3	False
23512	13	20	241	15	28	120	False
6668	3	3	3	10	13	20	False
3867	12	23	29	19	30	110	False
6641	16	20	53	17	28	75	False
2894	11	15	23	24	49	94	False
44662	6	6	9	7	8	14	False
13038	2	2	4	4	8	112	True
22172	3	3	4	10	12	34	False
50534	1	1	11	1	1	1	False
4663	6	7	15	3	3	9	False
10965	13	19	59	13	17	63	False
32801	26	70	136	34	118	398	True
16623	1	1	2	1	1	14	False
44745	1	1	4	1	1	2	False
8554	6	8	35	8	9	23	False
2900	17	25	71	12	18	42	False
42516	14	20	68	14	21	53	False
50057	16	21	60	16	36	484	False
26761	7	7	22	2	2	21	False
35676	17	31	115	24	53	142	False
26415	4	4	44	2	2	2	False
7124	18	43	94	27	74	281	False
17046	8	9	14	5	6	10	False
34449	26	47	231	30	63	508	True
33401	4	4	6	8	8	29	False
34610	4	4	17	5	6	11	False
31937	1	1	3	1	1	1	False
18297	2	2	9	5	5	65	False
8014	8	10	25	13	16	65	False
35687	12	15	58	10	16	75	False
50879	8	9	20	10	17	35	False
50922	6	7	15	4	6	59	False
51729	10	12	85	11	16	53	False
36777	2	2	8	3	4	8	False
30820	8	9	23	9	11	16	False
9220	17	28	99	16	32	42	False
15657	2	2	26	5	5	105	False
49940	3	3	5	1	1	2	False
23507	22	39	508	24	54	406	False
38033	2	2	4	1	1	1	False
36280	1	1	7	1	1	1	False
51366	1	1	1	1	1	1	False
9232	19	31	73	20	39	181	False
45028	1	1	11	1	1	1	False
8684	15	21	80	27	53	404	False
26006	8	9	37	11	12	49	False
34464	3	3	6	1	1	1	False
36704	7	9	30	8	11	21	False
50223	1	1	2	2	2	4	False
21537	1	1	13	1	1	2	False
26595	2	4	20	11	15	22	False
27947	19	37	58	19	49	129	False
22929	9	13	57	13	20	53	False
38528	4	5	19	3	3	3	False
7814	5	6	32	7	8	21	False
39685	15	17	202	13	19	486	False
35644	19	25	46	24	48	396	False
30303	5	10	22	10	15	51	False
9233	1	1	1	11	13	214	False
30284	17	26	164	18	31	97	True
12962	18	35	161	25	52	151	False
11476	11	15	57	10	14	36	False
9862	7	8	48	6	8	19	False
18553	23	43	171	32	91	268	False
9865	11	15	29	20	31	70	False
15598	17	39	115	23	51	201	False
30197	2	2	27	1	1	1	False
17456	9	9	17	15	19	40	False
1636	5	6	11	3	3	5	False
7890	1	1	12	2	2	2	False
27481	8	11	28	12	15	42	False
26072	1	1	2	1	1	1	False
51034	10	10	43	7	9	15	False
18823	9	10	22	14	19	73	False
38820	1	1	2	1	1	111	False
30816	5	5	11	3	3	8	False
7086	10	13	54	19	30	84	False
805	2	3	14	7	9	18	False
9491	2	2	9	1	1	2	False
42959	22	45	80	24	56	125	False
6777	9	12	35	19	32	59	False
16465	10	16	33	17	28	123	False
24616	5	7	17	8	11	19	False
42934	20	46	427	29	65	163	False
22145	6	8	65	12	13	81	False
35166	2	2	4	1	1	1	False
14021	1	1	4	1	1	10	False
20191	7	9	18	13	15	141	False
1662	8	8	31	14	18	64	False
8707	13	16	132	17	27	98	False
40196	7	11	17	12	15	22	False
7937	7	9	16	12	19	177	False
50644	16	28	87	20	39	166	True
17621	2	2	2	3	3	3	False
16505	3	3	5	3	3	23	False
28403	1	1	1	3	3	3	False
18230	1	1	3	1	1	1	False
745	18	33	88	21	33	94	True
18040	8	14	293	14	24	99	True
51230	25	48	796	24	54	405	False
48275	2	2	2	1	1	1	False
44259	7	7	28	10	11	23	False
21940	14	25	112	19	30	65	False
31498	3	3	13	2	3	5	False
368	22	33	50	23	51	272	False
46682	1	1	5	1	1	1	False
16536	2	2	3	2	2	4	False
18499	3	3	9	1	1	1	False
8228	6	6	15	5	6	57	False
50063	2	2	3	5	6	12	False
33940	2	3	7	2	2	3	False
50662	13	19	41	18	26	97	False
39716	19	29	140	26	59	252	True
41124	1	1	21	1	1	1	False
24584	22	33	997	24	52	133	True
41169	11	18	26	21	33	153	False
29748	1	1	3	1	1	1	False
36869	1	1	2	1	1	1	False
22779	6	6	12	12	13	17	False
22876	1	1	8	1	1	1	False
8531	1	1	3	1	1	2	False
34539	4	5	20	1	1	1	False
37641	22	36	48	22	41	76	False
44639	2	2	5	5	5	44	False
11514	3	3	17	3	3	6	False
1603	12	15	227	15	21	96	False
1597	9	11	38	11	13	44	False
43593	6	6	29	9	10	30	False
7865	9	12	32	10	14	49	False
43632	11	13	41	14	21	117	False
22338	6	7	18	10	12	32	False
5483	14	21	69	12	19	23	False
36841	1	1	3	1	1	1	False
13583	6	9	16	12	15	36	False
39339	4	7	13	8	8	18	False
30765	14	17	109	17	37	259	False
42214	4	5	11	3	3	4	False
11251	13	20	38	8	12	17	False
666	2	2	8	1	1	1	False
1829	8	11	31	13	19	38	False
7286	1	2	11	1	1	1	False
24623	5	6	9	1	1	1	False
34172	1	1	3	1	1	1	False
34291	4	4	21	8	10	34	False
10015	1	1	3	1	1	6	False
34521	2	2	7	5	6	10	False
9542	13	20	106	25	36	140	False
1645	10	16	58	17	28	232	False
7800	26	53	188	32	88	249	False
15393	4	4	8	6	6	15	False
39466	8	11	31	12	15	27	False
2941	2	2	2	2	2	6	False
23549	1	1	1	1	1	3	False
18241	4	4	11	13	19	48	False
51257	10	11	18	10	11	33	False
30787	10	10	30	19	25	247	False
1358	6	6	17	6	9	23	False
17063	12	16	182	17	26	84	False
44083	6	10	159	14	16	49	False
6749	1	1	1	1	1	1	False
51253	6	8	12	10	11	12	False
31780	8	9	21	9	11	19	False
42984	9	11	15	10	12	27	False
40014	5	6	13	7	8	176	False
25211	7	8	719	11	11	52	False
39988	30	123	326	36	170	754	True
4671	5	5	39	1	1	1	False
38336	11	13	26	19	30	111	False
31282	22	33	133	30	58	102	False
4855	8	10	13	14	27	49	True
9887	15	25	73	27	59	309	False
49447	3	3	79	7	10	18	False
25673	4	4	61	11	11	117	False
33362	4	4	8	4	4	28	False
27461	10	14	25	10	19	308	False
43624	4	4	4	1	1	1	False
32480	5	6	65	6	6	30	False
50104	2	2	3	3	3	7	False
11166	1	1	11	1	1	1	False
50159	1	1	6	1	1	9	False
31173	17	21	71	20	33	111	False
37827	2	2	5	7	8	17	False
14687	3	3	8	1	1	1	False
35118	10	12	19	9	9	11	False
36885	1	1	1	2	2	2	False
39330	8	8	11	5	5	13	False
17037	20	41	155	28	54	769	False
41818	5	5	9	9	14	21	False
7177	2	2	2	2	2	2	False
17059	6	10	34	6	6	7	False
22661	5	5	6	6	8	51	False
16077	24	51	119	29	76	324	False
25259	13	16	28	19	27	179	False
5161	1	1	19	1	1	1	False
44640	22	29	58	25	51	181	False
14922	10	11	16	4	5	9	False
18556	14	23	72	22	32	94	False
38769	1	1	2	1	1	2	False
16472	3	4	11	3	3	4	False
37464	1	1	4	3	3	5	False
44626	7	7	8	5	5	18	False
46772	1	1	16	1	1	1	False
12979	1	1	2	1	2	2	False
34639	3	3	7	1	1	1	False
1629	7	10	23	7	9	17	False
43604	10	14	30	11	14	25	False
42548	8	11	16	10	14	87	False
39510	6	6	20	3	3	7	False
22380	6	8	14	10	10	19	False
3780	2	2	45	2	2	4	False
33439	2	3	3	4	4	14	False
32151	7	8	20	8	8	21	False
15304	10	13	18	11	17	55	False
30320	12	14	535	17	24	86	False
36845	1	1	1	2	2	2	False
44980	16	20	140	19	34	66	True
44961	11	15	31	12	14	33	True
25226	13	22	52	16	31	67	False
44205	10	14	38	9	14	29	False
24254	8	9	24	6	8	11	False
26665	4	5	40	1	1	8	False
39250	1	1	5	1	1	1	False
39976	10	14	36	18	23	47	False
27922	26	103	365	34	159	446	True
22722	1	1	3	3	3	6	False
50038	22	42	152	29	61	240	False
27292	5	6	8	9	10	49	False
27300	21	38	113	27	72	177	False
40222	6	7	37	11	11	39	False
12172	1	1	2	1	1	2	False
19416	2	2	6	7	7	27	False
31183	12	20	38	15	18	196	False
39831	2	2	3	2	2	56	False
16559	1	1	2	1	1	2	False
28381	12	22	58	17	21	78	False
28488	1	1	4	2	2	3	False
10971	18	35	103	20	42	516	False
1420	3	3	5	2	3	6	False
36694	20	37	46	31	86	709	False
792	5	5	7	9	9	19	False
34951	2	2	2	1	1	1	False
51235	9	11	22	16	19	48	False
30916	2	2	10	1	1	1	False
30874	2	2	2	1	1	2	False
11207	1	1	8	1	1	1	False
44182	10	18	42	21	33	69	False
25434	1	1	2	1	1	1	False
38511	11	18	30	24	42	65	True
34494	3	3	13	1	1	1	False
34492	4	4	6	6	9	15	False
7683	1	1	5	2	2	5	False
42022	17	25	80	23	41	152	False
33245	1	1	12	1	1	1	False
10525	2	2	2	1	1	69	False
38329	11	13	32	17	22	81	False
31304	26	80	430	34	121	550	True
20801	2	2	3	1	1	1	False
18397	2	2	7	1	1	1	False
39476	6	8	16	8	8	49	False
20728	19	23	578	26	44	584	False
37972	5	5	12	6	6	25	False
39770	1	1	4	1	1	1	False
50862	19	26	63	28	52	640	True
37948	5	6	47	10	14	44	False
35703	21	46	84	29	74	491	False
10241	1	1	1	1	1	5	False
10242	1	1	1	2	2	3	False
30301	14	22	66	13	15	84	False
25650	9	11	32	7	9	11	False
36948	7	8	21	7	11	23	False
50523	1	1	4	2	2	3	False
31514	2	2	18	2	2	5	False
44522	1	1	11	1	1	1	False
7230	12	16	42	17	21	88	False
5538	2	2	3	2	2	2	False
16839	21	33	84	28	64	118	True
543	2	2	6	8	10	12	False
29603	23	46	83	30	78	254	True
16429	18	27	276	22	43	210	False
46646	3	3	11	2	2	2	False
52254	5	7	18	10	10	19	False
46616	6	7	18	8	9	31	False
23617	7	7	23	4	4	4	False
5067	4	6	31	7	8	21	False
17482	5	6	16	6	6	19	False
24958	3	3	8	4	4	8	False
8972	2	2	9	1	1	1	False
1556	11	14	47	16	20	273	False
26013	2	2	3	1	1	2	False
8192	1	1	2	1	1	3	False
31217	2	2	3	1	1	2	False
17638	8	9	32	10	16	330	False
34002	4	4	8	3	4	5	False
19364	7	8	26	6	9	13	False
8063	1	2	3	1	1	3	False
18331	2	2	58	1	1	7	False
30770	9	12	61	11	19	43	False
1298	12	18	65	21	30	92	False
1389	4	4	5	3	3	14	False
39378	1	1	2	1	1	1	False
26380	2	2	10	5	6	6	False
31006	8	9	22	11	13	19	False
1380	14	16	30	12	20	27	False
31746	11	15	33	16	21	92	False
33590	11	13	20	14	17	127	False
39048	1	1	1	1	1	25	False
31788	5	5	24	11	16	39	False
13284	14	18	24	15	18	37	False
11768	5	10	21	7	17	55	False
22724	2	2	3	1	1	5	False
138	2	2	11	1	1	1	False
22136	5	6	9	1	1	1	False
32478	10	15	54	10	11	23	False
7847	6	11	33	11	14	137	False
50073	5	5	9	7	8	83	False
27301	13	20	75	21	37	1040	False
27017	1	1	2	1	1	5	False
37807	2	2	4	4	4	2131	False
18811	6	7	13	6	6	11	False
26760	8	8	15	12	13	29	False
37946	6	7	141	3	3	4	False
51003	1	1	1	1	1	11	False
26931	19	31	167	31	66	224	False
20843	2	2	5	1	1	1	False
32623	2	2	6	2	2	2	False
1968	5	5	14	4	5	6	False
47426	14	26	53	16	29	89	False
31783	14	20	47	19	31	139	False
51338	1	1	1	1	1	1	False
22657	5	6	12	4	7	17	False
3931	7	7	18	9	11	34	False
30767	9	14	19	17	29	78	False
41471	2	2	4	1	1	1	False
44951	16	26	88	19	40	127	False
32823	19	32	77	29	65	288	False
31837	3	3	76	3	3	7	False
1016	3	3	11	2	2	2	False
31286	5	6	8	9	13	17	False
16446	20	36	179	25	50	98	False
37268	2	2	5	1	1	1	False
49441	14	18	29	19	36	74	False
14920	16	38	215	26	62	312	False
15120	5	7	16	5	7	10	False
14048	6	6	12	7	7	11	False
46634	4	5	16	4	6	6	False
14041	7	9	73	9	9	27	False
14003	9	11	18	8	14	39	False
33421	5	6	11	14	17	35	False
46804	1	1	5	1	1	2	False
7879	1	1	2	1	1	1	False
1566	13	14	82	16	27	132	False
43534	9	10	16	15	21	49	False
43614	7	10	25	7	7	12	False
1622	8	13	72	10	14	45	False
31139	25	41	96	26	63	975	False
36577	7	7	27	14	16	45	False
35657	27	89	253	31	142	691	False
7983	2	2	115	10	11	20	False
1974	5	6	9	15	22	68	False
40995	9	11	16	20	27	101	False
36534	1	1	5	1	1	2	False
866	1	1	1	1	1	1	False
2866	1	1	1	1	1	1	False
47700	9	10	14	15	18	116	False
30910	2	2	3	2	2	47	False
3906	9	10	17	15	23	30	False
29830	1	1	1	1	1	3	False
42167	6	7	15	13	16	32	False
39348	13	17	50	11	15	33	False
26560	1	1	1	1	1	2	False
3335	2	2	2	1	1	1	False
30815	7	9	13	11	20	1531	False
31828	5	5	12	6	8	11	False
41720	2	2	3	2	2	11	False
11019	2	2	3	2	2	2	False
707	2	2	2	2	2	2	False
15704	1	1	3	1	1	1	False
2202	22	49	100	32	71	158	True
25276	8	11	82	12	16	21	True
44218	19	29	58	18	35	275	False
44245	2	2	9	5	6	32	False
39119	13	18	32	15	26	64	False
13231	3	3	4	1	1	1	False
9205	5	5	8	6	6	28	False
34267	28	91	217	32	114	1162	False
19867	16	25	39	18	28	86	False
44642	9	11	27	6	7	18	False
52272	7	7	51	6	6	20	False
31859	4	5	11	5	6	93	False
52250	14	29	106	18	33	71	True
9892	1	1	2	9	10	62	False
12955	19	27	56	23	43	182	False
10420	18	33	112	24	63	539	False
33863	3	3	5	10	13	21	False
27421	1	1	4	1	1	1	False
50047	16	20	106	20	32	107	False
27510	12	14	92	15	25	60	False
50154	1	1	2	1	1	4	False
23791	12	15	63	17	24	161	False
8002	5	6	7	9	10	17	True
35738	4	5	9	6	7	9	False
26022	5	6	36	3	4	6	False
39617	1	1	8	1	1	1	False
8245	3	3	7	3	4	52	False
1958	22	41	116	25	63	101	False
42933	24	49	222	26	68	248	False
6651	2	2	3	1	1	4	False
31760	11	16	74	14	19	36	False
115	25	41	67	26	63	263	False
1352	4	4	9	5	7	14	False
28352	11	14	25	21	36	131	False
28400	2	2	3	2	2	2	False
6720	1	1	6	1	1	1	False
30930	1	1	2	1	1	1	False
42419	1	1	11	1	1	1	False
42198	4	5	11	5	6	8	False
27951	2	2	3	6	11	55	False
26383	2	2	49	2	2	12	False
21350	5	7	11	12	23	49	False
26591	7	9	67	7	8	20	False
27057	13	25	49	18	34	41	False
43288	13	16	52	13	19	62	False
5445	27	68	163	31	86	404	False
20157	20	38	68	29	60	215	True
30311	2	2	5	1	1	1	False
6218	12	14	41	6	8	13	False
6167	15	23	104	14	21	51	False
4627	11	15	106	17	24	56	False
32779	1	1	2	1	1	1	False
38525	1	1	2	7	7	13	False
16271	4	4	99	10	12	20	False
4876	10	19	51	15	22	2250	False
17443	23	46	624	27	67	286	False
32216	1	1	8	1	1	1	False
38363	10	17	41	12	14	57	False
27311	4	6	11	11	14	466	False
40188	25	46	268	29	90	301	False
50052	4	4	7	9	10	35	False
2038	1	1	1	2	2	2	False
51754	10	11	24	12	16	36	False
12174	1	1	2	1	1	1	False
8122	1	1	1	1	1	2	False
35677	18	24	54	18	36	292	False
39675	17	31	125	21	49	229	False
23844	5	6	11	4	4	22	False
35748	9	10	18	13	13	25	False
23868	1	1	2	1	1	2	False
30290	19	35	58	22	65	126	False
22689	3	3	10	3	3	12	False
36285	1	1	3	1	2	6	False
36209	11	11	111	11	11	30	False
31793	4	4	15	2	2	9	False
51254	16	23	96	24	42	95	False
28530	1	1	1	1	1	16	False
31752	8	12	18	21	23	107	False
39357	6	7	15	11	13	139	False
39362	4	5	8	6	11	56	False
7398	3	5	7	8	13	17	True
30753	19	25	91	17	27	47	False
36919	17	21	149	15	22	70	False
20879	9	9	9	6	8	15	False
780	11	12	67	17	25	41	False
1307	13	17	65	13	16	154	False
31764	7	7	15	8	9	52	False
4513	1	1	1	1	1	3	False
37737	1	1	2	3	3	5	False
24210	4	7	682	12	15	24	False
1837	4	4	8	8	8	14	False
48233	5	5	14	2	2	5	False
37619	10	12	23	15	21	59	False
16093	8	13	29	14	19	34	False
51954	1	1	1	1	1	3	False
41021	12	17	46	16	23	104	False
922	17	21	122	26	45	133	False
4766	2	2	4	1	1	1	False
11481	13	14	68	20	30	190	False
35291	1	1	9	1	1	1	False
16426	6	9	34	9	9	75	False
52263	15	22	61	20	28	180	False
37455	6	6	7	3	4	4	False
21566	8	10	26	13	18	43	False
15824	1	1	6	3	3	4	False
24479	6	10	16	9	11	13	False
14019	2	2	6	6	7	9	False
33716	1	1	3	1	1	13	False
32468	18	34	61	23	39	1406	False
43825	1	1	1	1	1	2	False
7915	1	1	1	1	1	62	False
4599	4	6	38	12	16	52	False
3397	2	2	2	2	2	10	False
